,R_LH,R_LH0,R_ROD,R_ON,R_FH,R_ONFH,R_M,R_SLH,LH0_ON,LH0_FH,LH0_ONFH,LH0_M,LH0_SLH,LH0_ROD,ON_FH,ON_ONFH,ON_M,ON_SLH,ON_ROD,FH_ONFH,FH_M,FH_SLH,FH_ROD,ONFH_M,ONFH_SLH,ONFH_ROD,M_SLH,M_ROD,SLH_ROD
1218,0.551312277,1.482771978,0.221141057,0.059779509,0.846977514,0.57584765,-0.540177743,0.855749425,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,2,0
1219,-0.276019544,0.550297238,0.240847995,0.453327196,-0.139563512,0.34837655,-0.13076171,0.250736171,0,1,0,1,0,0,1,0,1,0,0,2,3,2,2,1,0,0,2,2,0
1220,0.05715851,-0.276925697,-0.479582899,-0.174000593,-0.911156456,-0.654909387,0.062400919,-0.433120912,3,3,3,2,3,3,3,3,2,3,3,3,2,3,3,2,3,3,1,1,3
1221,-0.755589062,0.055411396,0.90720079,0.301480632,0.26245397,0.423561177,0.963945862,-0.132521239,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2
1222,0.004796976,-0.756749886,0.097401197,-1.040321249,-0.431205824,-1.086373347,1.043322645,0.729164272,3,3,3,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,0,0,0
1223,-1.596849609,0.003052614,0.477626878,-0.084264411,0.328058959,0.166921075,0.471769726,0.247137684,1,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
1224,0.891517967,-1.596849609,-0.611214237,-1.186157276,0.734865007,-0.720092026,-0.064148763,-0.50320159,3,2,3,3,3,3,2,3,3,3,3,1,1,1,1,3,3,3,3,3,3
1225,0.051044341,0.890220962,-0.203300088,0.173115183,-0.905885385,-0.424515397,0.163384473,-0.245339643,0,1,1,0,1,1,1,1,0,1,1,3,2,3,3,2,3,3,1,1,3
1226,0.598646726,0.049297795,1.474962275,1.134852746,0.325299027,1.105453535,1.050867573,0.915126431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,-0.419748145,0.596561356,0.16426843,-0.021369891,0.300568033,0.199739827,0.532121836,-1.295353446,1,0,0,0,1,0,2,2,2,3,2,0,0,1,0,0,1,0,1,0,2
1228,0.287817514,-0.420700829,-0.673395211,-0.015263639,0.635576958,0.397939181,-1.111903739,0.297831733,3,2,2,3,2,3,2,2,3,2,3,0,1,0,1,1,0,1,2,3,1
1229,0.126364648,0.286908575,-0.569681812,-0.993514495,-0.070267795,-0.886338899,-0.181975506,0.844483207,1,1,1,1,0,1,3,3,3,2,3,3,3,2,3,3,2,3,2,3,1
1230,-0.47860466,0.124606512,-0.304219941,0.76373638,-1.14823911,-0.044932079,-0.458165309,0.150140027,0,1,1,1,0,1,1,1,1,0,1,3,3,2,3,3,2,3,2,3,1
1231,-0.5201022,-0.479582899,1.108672871,-0.434079052,-0.046678258,-0.360449806,1.645528739,0.091268743,3,3,3,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,0,0,0
